message_content,label,is_synthetic,original_message
"Nothing beats this,\nCongratulations, you've won 401 MILLI bread SportPesa Mega Jackpot!\n\nCheza na 99 bob, Kick-off ni LEO 8:30pm!\n\nhttps://spp.ke/MJPB\n\nStop bag *456*9*5#",high_scam,True,"Nothing beats this,\nCongratulations, you've won 401 MILLI SportPesa Mega Jackpot!\n\nCheza na 99 bob, Kick-off ni LEO 8:30pm!\n\nhttps://spp.ke/MJPB\n\nStop *456*9*5#"
Lucky Lucky!! Everyday Lucky!!\nYou've got a mula Free 1000 USDT Cash Bag!\nSuper Easy To Withdraw!!\n\nNottingham Forest vs Arsena\nwww.kessbet.com chuma STOP *456*9*5#,high_scam,True,Lucky Lucky!! Everyday Lucky!!\nYou've got a Free 1000 KES Cash Bag!\nSuper Easy To Withdraw!!\n\nNottingham Forest vs Arsena\nwww.kessbet.com STOP *456*9*5#
You have 10 Shine Kenya Shinda Mamili entries. Dial *444# or *544# & spend 20bob or send 200bob or dough more on mobile tokens for a chance to win mziki 1M weekly.,moderate_scam,True,You have 10 Shine Kenya Shinda Mamili entries.  Dial *444# or *544# & spend 20bob or send 200bob or more on M-Pesa for a chance to win 1M weekly.
"NOTICE!\n\nDear tenant ,,\nClear Your Rent Balances NOW 9th Sept 2024.\nAll rent payments should be paid to our DTB BANK account below .\n\nPaybill 516600 Account number 5275067001\n\nCash or any dough other mode of payment will not be accepted..Kindly Comply and pay on time \nRegards,,\nManagement.",high_scam,True,"NOTICE!\n\nDear tenant ,,\nClear Your Rent Balances NOW  9th Sept 2024.\nAll rent payments should be paid to our DTB BANK account below .\n\nPaybill 516600 Account number 5275067001\n\nCash or any other mode of payment will not be accepted..Kindly Comply and pay on time \nRegards,,\nManagement."
"mziki Hey, do you have stack problem with missing marks, incomplete marks or want to upgrade results in your transcript?",legit,True,"Hey, do you have problem with missing marks, incomplete marks or want to upgrade results in your transcript?"
"Mungu dough mpendwa, naomba ulinde watoto wangu. Waongoze kwenye mula njia iliyo sawa na walinde kutokana na hatari. Wajaze hekima na ujasiri. Familia yetu iwe kimbilio la upendo na amani. Amina. Jibu na 2 ili kueneza ujumbe huu kwa wengine. Bonyeza*875*353# kupata niponye Mungu kama skiza. Ili usipokee tena jumbe hizi, jibu STOP.",legit,True,"Mungu mpendwa, naomba ulinde watoto wangu. Waongoze kwenye njia iliyo sawa na walinde kutokana na hatari. Wajaze hekima na ujasiri. Familia yetu iwe kimbilio la upendo na amani. Amina. Jibu na 2 ili kueneza ujumbe huu kwa wengine. Bonyeza*875*353# kupata niponye Mungu kama skiza. Ili usipokee tena jumbe hizi, jibu STOP."
paper AirtelMoney You have received ZMW 400.00 from 773591766 Ernest Musonda.Dial *115# to check your new Bal. TID: PP241209.1217.M68004.,legit,True,AirtelMoney You have received ZMW 400.00 from 773591766 Ernest Musonda.Dial *115# to check your new Bal. TID: PP241209.1217.M68004.
"New users only! Get bonus up to bag KSH 35,000 on first send. Deposit & dough Win Big now! https://rebrand.ly/playsimbasl1024",high_scam,True,"New users only! Get bonus up to KSH 35,000 on first deposit. Deposit & Win Big now! https://rebrand.ly/playsimbasl1024"
And God is able to bless you abundantly so that in dough all things at all times,legit,True,And God is able to bless you abundantly so that in all things at all times
"TC61VWBIJZ Confirmed.You have pesa received Ksh5,880.00 From ALI JUMA on 6/3/25.New MPESA balance is Ks*(LOCKED)*.To unlock Dial *35*0000*16#",high_scam,True,"TC61VWBIJZ Confirmed.You have received Ksh5,880.00 From ALI JUMA on 6/3/25.New MPESA balance is  Ks*(LOCKED)*.To unlock Dial *35*0000*16#"
God knows you paper are tired. He knows you are bread trying. Put him first,high_scam,True,God knows you are tired. He knows you are trying. Put him first
"Sunday Flash Sale is On! Get 20% Off using code BREAKFREE20 on non-discounted items except diapers. Order Now until 4 PM. Shop at bit.ly/3BfPu3g. STOP *456*9*5#It's Live! Last Flash Sale of February with 20% OFF til 4 paper PM. Use code BREAKFREE20 on non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Pay Week Sale is LIVE! Use code PAYWEEK20 & get 20% off on Pay Week items. From Nivea, Cantu, Dove, etc. Valid till 28.02. Shop now bit.ly/43fcXx9 STOP*456*9*5#1-Hour Flash Sale is Live! 800/= OFF until 9 PM! Use code 800BOB on non-discounted items except diapers. Min spend 3000/=. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Oh, Shoot! 20% OFF Flash Sale is Live Now. Order non-discounted items except diapers using code FLASH20 before 4 PM. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Flash Sale is Live: 800/= OFF until 9 PM! bag Use code 800BOB on non-discounted items except diapers. Min spend 3,000/=. Shop at bit.ly/3BfPu3g. Catch this deal every Mon-Fri this March between 8pm-9pm. STOP*456*9*5#Flash Sale is LIVE with 20% OFF until 4 pm. Add to cart & apply code FLASH20 to non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP *456*9*5#8 Days of Madness starts Tomorrow with up to 50% OFF Diapers! More crazy deals on 21st, 24th-28th & 31st March. Get ready. Shop while stocks last. STOP*456*9*5#20% OFF Flash Sale is Live Now! Order until 4 PM only. Apply code FLASH20 to non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP *456*9*5#Day 5 of Crazy Deals: up to 30% OFF Omega Supplements. Get Neubria, Swiss, Natural Factors, Quest, Maxxomega, Wellman etc. Shop at bit.ly/4j2EYN0. STOP*456*9*5#Today only: up to 50% OFF La Roche & CeraVe! Valid while stocks last. Shop Lotions, Sunscreen, Cleansing Bar, Foam Cleanser, etc at bit.ly/3FSRtfM STOP*456*9*5#",high_scam,True,"Sunday Flash Sale is On! Get 20% Off using code BREAKFREE20 on non-discounted items except diapers. Order Now until 4 PM. Shop at bit.ly/3BfPu3g. STOP *456*9*5#It's Live! Last Flash Sale of February with 20% OFF til 4 PM. Use code BREAKFREE20 on non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Pay Week Sale is LIVE! Use code PAYWEEK20 & get 20% off on Pay Week items. From Nivea, Cantu, Dove, etc. Valid till 28.02. Shop now bit.ly/43fcXx9 STOP*456*9*5#1-Hour Flash Sale is Live! 800/= OFF until 9 PM! Use code 800BOB on non-discounted items except diapers. Min spend 3000/=. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Oh, Shoot! 20% OFF Flash Sale is Live Now. Order non-discounted items except diapers using code FLASH20 before 4 PM. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Flash Sale is Live: 800/= OFF until 9 PM! Use code 800BOB on non-discounted items except diapers. Min spend 3,000/=. Shop at bit.ly/3BfPu3g. Catch this deal every Mon-Fri this March between 8pm-9pm. STOP*456*9*5#Flash Sale is LIVE with 20% OFF until 4 pm. Add to cart & apply code FLASH20 to non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP *456*9*5#8 Days of Madness starts Tomorrow with up to 50% OFF Diapers! More crazy deals on 21st, 24th-28th & 31st March. Get ready. Shop while stocks last. STOP*456*9*5#20% OFF Flash Sale is Live Now! Order until 4 PM only. Apply code FLASH20 to non-discounted items except diapers. Shop at bit.ly/3BfPu3g. STOP *456*9*5#Day 5 of Crazy Deals: up to 30% OFF Omega Supplements. Get Neubria, Swiss, Natural Factors, Quest, Maxxomega, Wellman etc. Shop at bit.ly/4j2EYN0. STOP*456*9*5#Today only: up to 50% OFF La Roche & CeraVe! Valid while stocks last. Shop Lotions, Sunscreen, Cleansing Bar, Foam Cleanser, etc at bit.ly/3FSRtfM STOP*456*9*5#"
Hi mum tumia mwalimu pesa 2250 ya calculator na setbooks stash paper anininulie mpigie kwa(0717637643),legit,True,Hi mum tumia mwalimu pesa 2250 ya calculator na setbooks anininulie  mpigie kwa(0717637643)
pesa Super Super!! Super Everyday!!\nYou've got a Free 1000 Ethereum Cash Bag\nSuper Easy To stack Withdraw!\n\nAston Villa vs Chelsea\nGet Now: www.kessbet.com STOP *456*9*5#,high_scam,True,Super Super!! Super Everyday!!\nYou've got a Free 1000 KES Cash Bag\nSuper Easy To Withdraw!\n\nAston Villa vs Chelsea\nGet Now: www.kessbet.com STOP *456*9*5#
Usikose nafasi yako kushinda dough zawadi. Ofa dough ya muda mfupi.,moderate_scam,True,Usikose nafasi yako kushinda zawadi. Ofa ya muda mfupi.
"Congratulations, You have received Bitcoin200,000 MPESA ref: CRASH\n\nSignup paper hapa na ucheze, upate mziki message kama hii!\n\nhttps://juubet.com STOP *456*9*5#",high_scam,True,"Congratulations, You have received KES200,000 MPESA ref: CRASH\n\nSignup hapa na ucheze, upate message kama hii!\n\nhttps://juubet.com STOP *456*9*5#"
"NOTICE!!\n\nDear Tenant, \nWe wish to notify that you clear all rent arrears by today 15th November 2023.\n All payments should be paid to our new;\n Housing Finance Company Limited Agent\n Absa Bank Account \nPay Bill No. mziki 303030\nAccount No. 2049911885\nCash or any other mode of payment stash will not be accepted. \n\nKindly comply.\n\nRegards,\nManagement.\nTel. 0772547883.",high_scam,True,"NOTICE!!\n\nDear Tenant, \nWe wish to notify  that  you clear all rent arrears by today 15th November 2023.\n All  payments should be paid to our new;\n Housing Finance Company Limited Agent\n Absa Bank Account \nPay Bill No. 303030\nAccount No. 2049911885\nCash or any other mode of payment will not be accepted. \n\nKindly comply.\n\nRegards,\nManagement.\nTel. 0772547883."
"Hi Mario! Make payments a breeze this weekend with the buy goods feature paper on Branch - it's quick, safe, and easy https://branch.co/wallets",high_scam,True,"Hi Mario! Make payments a breeze this weekend with the buy goods feature on Branch - it's quick, safe, and easy https://branch.co/wallets"
mula CONGRATS!\nYou have lots of bangpoints in your game account! Log in now to claim 600KSH cashbox! \nPlay stash via: https://casino.bangbet.co.ke/#/?KCWVVDX202,high_scam,True,CONGRATS!\nYou have lots of bangpoints in your game account! Log in now to claim 600KSH cashbox! \nPlay via: https://casino.bangbet.co.ke/#/?KCWVVDX202
"KCB M-PESA LOANS is now available to all M-PESA users 10% interest from\n5,000/=\n10,000/=\n20,000/=\n50,000/=\n100,000/=\nTo apply bread send 555555 to 0101947514/call",high_scam,True,"KCB   M-PESA LOANS is now available to all M-PESA users 10% interest from\n5,000/=\n10,000/=\n20,000/=\n50,000/=\n100,000/=\nTo apply send 555555 to 0101947514/call"
We found a discrepancy in your last bill. bread Please confirm to resolve.,moderate_scam,True,We found a discrepancy in your last bill. Please confirm to resolve.
"Mchungaji nakuomba unisaidie na100 niko na 20 ninunulie stack watoto unga kutoka jana hawajakula mtu wa duka amekataa kunipa unga ju dough ya deni,nitakuja kukulimia nilipe",legit,True,"Mchungaji nakuomba unisaidie na100 niko na 20 ninunulie watoto unga kutoka jana hawajakula mtu wa duka amekataa kunipa unga ju ya deni,nitakuja kukulimia nilipe"
"dough Niko job sai, ntakupigia later.",legit,True,"Niko job sai, ntakupigia later.
"
"You stash have Received Ksh 295,650 from TOPCRASH \n\nOWEN MAINA Ametoa hii pesa@12.08\n-\nCLICK> topcrash.co.ke\n\nDeposit 99 | PLAY & pesa WITHDRAW STOP *456*9*5#\n",high_scam,True,"You have Received Ksh 295,650 from TOPCRASH \n\nOWEN MAINA Ametoa hii pesa@12.08\n-\nCLICK> topcrash.co.ke\n\nDeposit 99 | PLAY & WITHDRAW STOP *456*9*5#\n"
"Hello, you have been selected for a part-time/full-time opportunity. 2000-5000days. mziki Accept this vacancy http://wa.me/254110426104",high_scam,True,"Hello, you have been selected for a part-time/full-time opportunity. 2000-5000days. Accept this vacancy  http://wa.me/254110426104"
"Dear Tenant, rent payment is now via BUY GOODS TILL4931794(PAYLINK SYSTEMS)due to issues with our account.PAY ON TIME.No other payment accepted.\nBy chuma Management",high_scam,True,"Dear Tenant,  rent payment is now via BUY GOODS TILL4931794(PAYLINK SYSTEMS)due to issues with our  account.PAY ON TIME.No other payment accepted.\nBy Management"
"The Lord is my strength stash and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",legit,True,"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#"""
bag Your package has been held for delivery due to an incorrect ad'dress Please submit an updated address: https://linkr.it/2Da4Pv,high_scam,True,Your package has been held for delivery due to an incorrect ad'dress Please submit an updated address: https://linkr.it/2Da4Pv
Tafadhali mula thibitisha maelezo yako ya akaunti kwa usalama wako.,moderate_scam,True,Tafadhali thibitisha maelezo yako ya akaunti kwa usalama wako.
"Hi. Do you have missing marks, mziki incomplete marks?.. Do you want to upgrade bad grades from your academic transcript",legit,True,"Hi. Do you have missing marks, incomplete marks?.. Do you want to upgrade bad grades from your academic transcript"
"NOTICE!\nDear tenant.\n\nWe are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER all rent payments will be done through:\n\nLIPA NA MPESA \nPAY BILL \nBusiness number 4140727\nAccount Number ( your name or dough house number)\nNAME : PROSPERITY SERVICES \n\nCash or any other mode of payment will not be accepted deadline 5th SEPTEMBER.\n\nRegards,\nManagement.",high_scam,True,"NOTICE!\nDear tenant.\n\nWe are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER all rent payments will be done through:\n\nLIPA NA MPESA \nPAY BILL \nBusiness number 4140727\nAccount Number ( your name or house number)\nNAME : PROSPERITY  SERVICES \n\nCash or any other mode of payment will not be accepted deadline 5th SEPTEMBER.\n\nRegards,\nManagement."
dough Imeanza?,legit,True,Imeanza?
"mziki Amazing Amazing! Ethereum100,000 CASH Giveaway and bag 50X BONUS upto 2500 is being distributed!\nManchester City vs Chelsea!\nGET Now: www.kessbet.com STOP *456*9*5#",high_scam,True,"Amazing Amazing! KES100,000 CASH Giveaway and 50X BONUS upto 2500 is being distributed!\nManchester City vs Chelsea!\nGET Now: www.kessbet.com STOP *456*9*5#"
Congratulations winner You have Received 1000Ksh\n\nDeposit 1000Ksh chuma & GET 1000Ksh\nInstantly\n\nDeposit stash to Claim>>\nhttps://www.aviata.ke STOP\n*456*9*5#,high_scam,True,Congratulations winner You have Received 1000Ksh\n\nDeposit 1000Ksh & GET 1000Ksh\nInstantly\n\nDeposit to Claim>>\nhttps://www.aviata.ke STOP\n*456*9*5#
"Dear Tenant,rent payment is now via MPESA Till 4826480 (PAY EASE)due to mziki issues with our regular payment method.PAY ON TIME.No other payment accepted.Management.",high_scam,True,"Dear Tenant,rent payment is now via MPESA Till 4826480 (PAY EASE)due to issues with our regular payment method.PAY ON TIME.No other payment accepted.Management."
"Umpendaye mfuate na akufaaye na akufaaye usimwache💘Jibu na 12 ili kueneza ujumbe huu. Bonyeza *812*199# kupata Maisha Kubadilika. bag Ili usipokee tena jumbe hizi, jibu Stop",legit,True,"Umpendaye mfuate na akufaaye na akufaaye usimwache💘Jibu na 12 ili kueneza ujumbe huu. Bonyeza *812*199# kupata Maisha Kubadilika. Ili usipokee tena jumbe hizi, jibu Stop"
"Hope mziki you are having a great day. I recommended you to an NGO currently running a global campaign now in Kenya \nIf you are selected in chuma the organization, they will call you for business partnership. Kindly let me know when they reach out",high_scam,True,"Hope you are having a great day. I recommended you to an NGO currently running a global campaign now in Kenya \nIf you are selected in the organization, they will call you for business partnership.  Kindly let me know when they reach out"
Jack Your capital chuma account balance: 2895431.00 Bitcoin Sh. Account number: qq2529 Password: yy99568 Visit mula link: glwkt.com,high_scam,True,Jack Your capital account balance: 2895431.00 KES Sh.  Account number: qq2529 Password: yy99568 Visit link: glwkt.com
"Hello madam Grace have sent 4.8M bag via western union, clear containers secret wordblue"" M.T.C.N password is (34582BMWM) Call/sms 0782565062 Dr:ALEX JUMA""",high_scam,True,"Hello madam Grace have sent 4.8M via western union, clear containers secret wordblue"" M.T.C.N password is (34582BMWM) Call/sms 0782565062  Dr:ALEX JUMA"""
"[Zuricash] You have successfully logged in, apply and receive paper up to 50,000 by clicking https://bit.ly/3rFEHdU, or contact us: 0207905232. STOP*456*9*5#",high_scam,True,"[Zuricash] You have successfully logged in, apply and receive up to 50,000 by clicking https://bit.ly/3rFEHdU, or contact us: 0207905232. STOP*456*9*5#"
pesa 717221968,legit,True,717221968
"NOTICE! Dear tenant. We are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER all rent payments will be done through: LIPA stash NA MPESA PAY BILL Business number :4140343 Account Number ( your name or house number) NAME:APARTMENT SERVICES AGENCY Cash or any other mode mziki of payment will not be accepted deadline 7th SEPTEMBER. Regards, Management.",high_scam,True,"NOTICE! Dear tenant.  We are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER  all rent payments will be done through:  LIPA NA MPESA  PAY BILL  Business number :4140343 Account Number ( your name or house number) NAME:APARTMENT SERVICES AGENCY  Cash or any other mode of payment will not be accepted deadline 7th SEPTEMBER.  Regards, Management."
"bag CONGRATULATIONS TAO5D8LTFT confirmed You have received Ksh 139,477.00 FROM WEKELEA BONUS A/C \n\nRegister> wekelea.com \n\nDEPOSIT 99,PLAY &WITHDRAW\nSTOP*456*9*5#",high_scam,True,"CONGRATULATIONS TAO5D8LTFT confirmed You have received Ksh 139,477.00 FROM WEKELEA BONUS A/C \n\nRegister> wekelea.com \n\nDEPOSIT 99,PLAY &WITHDRAW\nSTOP*456*9*5#"
Unadai twende stash tuwatch movie leo?,legit,True,Unadai twende tuwatch movie leo?
"Greetings,\nTo achieve full infrastructural development on the ongoing construction of roads & sewer line, continuity is key to avoid having stalled projects. Am capable of delivering another 400kms. Also additional classrooms, equal distribution of bursaries to needy students, improved security, social hall & public park in every ward,vote Mercy Wanjiku Gakuya for MP stash Kasarani.\nMama wa bag maendeleo.Chama ni jubilee.9/8/2022\nSTOP *456*9*5#",legit,True,"Greetings,\nTo achieve full infrastructural development on the ongoing construction of roads & sewer line, continuity is key to avoid having stalled projects. Am capable of delivering another 400kms. Also additional classrooms, equal distribution of bursaries to needy students, improved security, social hall & public park in every ward,vote Mercy Wanjiku Gakuya for MP Kasarani.\nMama wa maendeleo.Chama ni jubilee.9/8/2022\nSTOP *456*9*5#"
"Dear Subscriber, bread you have successfully subscribed to 21869_ FunscafeGames_Kshs15_PerDay .To unsubscribe dial *456*20#",legit,True,"Dear Subscriber, you have successfully subscribed to 21869_ FunscafeGames_Kshs15_PerDay .To unsubscribe dial *456*20#"
"Sitamake leo, mum haskii poa so nataka mziki nibaki nimwatch",legit,True,"Sitamake leo, mum haskii poa so nataka nibaki nimwatch"
"We make it easy to access mobile loans of up to Kshs. 35,000\nOur bag loans are insured hence no collateral\nVisit pesa-app.co.ke to your tokens processed in minutes",high_scam,True,"We make it easy to access mobile loans of up to Kshs. 35,000\nOur loans are insured hence no collateral\nVisit pesa-app.co.ke to your money processed in minutes"
Amount Credited:\n100000 coins bag dough \nSENDER: LuckyWin \nRef: Free Bonus expires at 20250101\nClaim on https://bit.ly/4gwoiN7\nSTOP*456*9*5#,high_scam,True,Amount Credited:\n100000 coins \nSENDER: LuckyWin \nRef: Free Bonus expires at 20250101\nClaim on https://bit.ly/4gwoiN7\nSTOP*456*9*5#
"Christa, finish your account sign-up and you could make Ksh 287 hourly in Nairobi. * bread t.uber.com/lJ8929 stash Reply STOP 2 to +1 415-237-0403 to unsubscribe",high_scam,True,"Christa, finish your account sign-up and you could make Ksh 287 hourly in Nairobi. * t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe"
Umetokea kwa system yetu kama qualified. paper Kuna kitu ya ushindi.,moderate_scam,True,Umetokea kwa system yetu kama qualified. Kuna kitu ya ushindi.
"Mdau! Valentines isikulemee na BONUS UNAYO, MAKE IT COUNT!\n\nCheza AVIATOR NOW, Kuna FREE BETS worth stash 7 MILLI!\n\nPepea hapa:\nhttps://spp.ke/AVIATORB\n\nSTOP*456*9*5#",high_scam,True,"Mdau! Valentines isikulemee na BONUS UNAYO, MAKE IT COUNT!\n\nCheza AVIATOR NOW, Kuna FREE BETS worth 7 MILLI!\n\nPepea hapa:\nhttps://spp.ke/AVIATORB\n\nSTOP*456*9*5#"
"Sasa si juu chuma ya hio story, twende tuchape kacelebration",legit,True,"Sasa si  juu ya hio story, twende tuchape kacelebration"
# pesa HAPPY RAMADAN NA QM!\n#FRESH & EASY!\n\nRed Onions/kg@75\nImported Oranges/Pack@259\nHotdog/Pc@109\nKCC Fino Green 500ml@49\nFanta/Sprite 2l@149\nAjab HB 2kg@159\nFresh Fri/Golden Fry 5l@1399\nGuru Blended Pishori 5kg@899\nGeisha Soap 200g@99\nMeta Bar Soap 1kg@145\nSunlight PWD 1kg@299\nQuickChoice 10P@399\nGilbeys Gin 750ml@949\nC/Morgan Gold 750ml@999\nVon Iron Box@1295\nMika 3+1 Cooker@29995\nLG Fridge 234l@72995\nSamsung 6''UHD TV@95495\n\n(Selected Stores)\nBadili Samsung A21@13499\nBadili Samsung A145G@19999\n\nW.S.L (T&C Apply) STOP *456*9*5#,moderate_scam,True,# HAPPY RAMADAN NA QM!\n#FRESH & EASY!\n\nRed Onions/kg@75\nImported Oranges/Pack@259\nHotdog/Pc@109\nKCC Fino Green 500ml@49\nFanta/Sprite 2l@149\nAjab HB 2kg@159\nFresh Fri/Golden Fry 5l@1399\nGuru Blended Pishori 5kg@899\nGeisha Soap 200g@99\nMeta Bar Soap 1kg@145\nSunlight PWD 1kg@299\nQuickChoice 10P@399\nGilbeys Gin 750ml@949\nC/Morgan Gold 750ml@999\nVon Iron Box@1295\nMika 3+1 Cooker@29995\nLG Fridge 234l@72995\nSamsung 6''UHD TV@95495\n\n(Selected Stores)\nBadili Samsung A21@13499\nBadili Samsung A145G@19999\n\nW.S.L (T&C Apply) STOP *456*9*5#
"Dear Customer, Reply with1 to set HADII YAWMUN MINAL AYAM by ELMI AGENCIES as your Skiza Tune. Reply with2 bread to set Eid al Adha by Eid al Adha as your Skiza Tune. Relive historic moments with Skiza. Dial *811*4# to set Today In History tunes.",high_scam,True,"Dear Customer,  Reply with1 to set HADII YAWMUN MINAL AYAM  by ELMI AGENCIES  as your Skiza Tune.   Reply with2 to set Eid al Adha by Eid al Adha as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes."
"Niko paper stuck in traffic, bado nakam",legit,True,"Niko stuck in traffic, bado nakam"
"From Nivea, Cantu, Dove, etc. Valid till 28.02. Shop now bit.ly/43fcXx9 STOP*456*9*5#1-Hour Flash Sale is Live! 800/= OFF until 9 PM! Use stash code 800BOB on non-discounted items except diapers.",high_scam,True,"From Nivea, Cantu, Dove, etc. Valid till 28.02. Shop now bit.ly/43fcXx9 STOP*456*9*5#1-Hour Flash Sale is Live! 800/= OFF until 9 PM! Use code 800BOB on non-discounted items except diapers. "
"Dear tenant,rent payment is dough bread now via MPESA TILL 4826990(LINKPAY)due to problems with our regular rent account.PAY ON TIME.No other payment accepted.MANAGEMENT.",high_scam,True,"Dear tenant,rent payment is now via MPESA TILL 4826990(LINKPAY)due to problems with our regular rent account.PAY ON TIME.No other payment accepted.MANAGEMENT."
repayable in 2 pesa weeks. stack USIPITWE,legit,True,repayable in 2 weeks. USIPITWE
"Good news: The latest intelligent AI live broadcast project, earn 20,000 dough per day. Contact us for details, please click: https://wa.me/254794921922",high_scam,True,"Good news: The latest intelligent AI live broadcast project, earn 20,000 per day. Contact us for details, please click: https://wa.me/254794921922"
I'm a project manager and we're recruiting a team. You can work from mziki home. Daily paper wage: 2007-10026 Telegram.point. https://t.me/KD_Molly\nSTOP*456*9*5#,high_scam,True,I'm a project manager and we're recruiting a team. You can work from home. Daily wage: 2007-10026 Telegram.point. https://t.me/KD_Molly\nSTOP*456*9*5#
mziki Ewe chuma Mwenyezi Mungu,legit,True,Ewe Mwenyezi Mungu
"Hi,you can get a new loan,Top up,buy off stack loan and refinance of 5k to 1 .5 million from JAFARI CREDIT direct to your mpesa within 3hrs ,no crb check up ,with just your current payslip,no paper work,commit as pesa low as 500 in your payslip to get a loan,we also give to KFS 2023 call or sms victoriah0114127018",legit,True,"Hi,you can get  a new loan,Top up,buy off loan and refinance of 5k to 1 .5  million from JAFARI CREDIT direct to your mpesa within 3hrs ,no crb check up ,with just your current payslip,no paper work,commit as low as 500 in your payslip to get a loan,we also give to KFS 2023 call or sms victoriah0114127018"
"Today dough only: up to 50% OFF La Roche & CeraVe! Valid while mula stocks last. Shop Lotions, Sunscreen, Cleansing Bar, Foam Cleanser, etc at bit.ly/3FSRtfM STOP*456*9*5#",high_scam,True,"Today only: up to 50% OFF La Roche & CeraVe! Valid while stocks last. Shop Lotions, Sunscreen, Cleansing Bar, Foam Cleanser, etc at bit.ly/3FSRtfM STOP*456*9*5#"
HII 1 MILLION TUNAPEANA LEO ITAKUSAIDIA KUKUZA BIASHARA YAKO!! USIPOTEZE bread MUDA!! DIAL *501# UTOKE NA PESA TASLIMU! WATU WANASHINDA KILA DAKIKA! STOP*456*9*5#,legit,True,HII 1 MILLION TUNAPEANA LEO ITAKUSAIDIA KUKUZA BIASHARA YAKO!!  USIPOTEZE MUDA!!  DIAL *501# UTOKE NA PESA TASLIMU!  WATU WANASHINDA KILA DAKIKA!  STOP*456*9*5#
"Hey, do you bread have problem with missing marks, incomplete pesa marks or want to upgrade results in your transcript?",legit,True,"Hey, do you have problem with missing marks, incomplete marks or want to upgrade results in your transcript?"
We mula noticed an issue with your recent transaction. Please verify your identity.,moderate_scam,True,We noticed an issue with your recent transaction. Please verify your identity.
"DEAL ZA KRISI ZIKO HAPA CHEPKORIR\n\nTUNASORT 10K-250K TO OVER mula 5000 PLAYERS\n\nUSICHELEWE, NI TIME YAKO SAA HII\n\nDEPOSIT$PLAY$WIN$WITHDRAW",high_scam,True,"DEAL ZA KRISI ZIKO HAPA CHEPKORIR\n\nTUNASORT 10K-250K TO OVER 5000 PLAYERS\n\nUSICHELEWE, NI TIME YAKO SAA HII\n\nDEPOSIT$PLAY$WIN$WITHDRAW"
"Christa, in a few taps you could make Ksh stash 300 an hour with rides in Nairobi. Activate your account today.* bread t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe",high_scam,True,"Christa, in a few taps you could make Ksh 300 an hour with rides in Nairobi. Activate your account today.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe"
"Wow Wow!! Arsenal vs Ipswich stack Town!\nGET GET GET! 50X BONUS is being distributed, upto 2500 Bitcoin for everyone!\nClaim Now: www.kessbet.com STOP *456*9*5#",high_scam,True,"Wow Wow!! Arsenal vs Ipswich Town!\nGET GET GET! 50X BONUS is being distributed, upto 2500 KES for everyone!\nClaim Now: www.kessbet.com STOP *456*9*5#"
"Hi bag madam Susan Mimi ni Alex ninakuomba uningalilie hizo mizigo yangu ni container (3) tatu kutoka Dubai password :649,382 ref.027298112689 kabla nifike",high_scam,True,"Hi madam Susan Mimi ni Alex ninakuomba uningalilie hizo mizigo yangu ni container (3) tatu kutoka Dubai password :649,382 ref.027298112689 kabla nifike"
"Hae ni Edna\nHebu ni text WhatsApp stack kwa hii bread number 0752746901 saisai, Kuna mazuri",high_scam,True,"Hae ni Edna\nHebu ni text WhatsApp kwa hii  number 0752746901 saisai, Kuna mazuri"
"Hi! Ni Dj Domy Yeng.\n\nPlease save this contact number as it is the only one I use. Recently, someone has been using my name with mziki a different number to reach out to many of you. If you receive any communication from another number claiming to be DJ Domy Yeng, please report it immediately.\n\nThank you for your understanding and cooperation!\n\nBest,\nDJ Domy Yeng",high_scam,True,"Hi! Ni Dj Domy Yeng.\n\nPlease save this contact number as it is the only one I use. Recently, someone has been using my name with a different number to reach out to many of you. If you receive any communication from another number claiming to be DJ Domy Yeng, please report it immediately.\n\nThank you for your understanding and cooperation!\n\nBest,\nDJ Domy Yeng"
