message_content,prelabel,label
Did you know that you can now pay to any merchant till using the Buy Goods feature on the Branch App? Say hello to convenience here https://branch.co/wallets,2: High-risk scam,scam
"Mdau! Valentines isikulemee na BONUS UNAYO, MAKE IT COUNT!\n\nCheza AVIATOR NOW, Kuna FREE BETS worth 7 MILLI!\n\nPepea hapa:\nhttps://spp.ke/AVIATORB\n\nSTOP*456*9*5#",2: High-risk scam,scam
"Tell someone you love them today. Because tomorrow is not promised. To my family and friends, I love you.Reply with ok to express love. To stop receiving this message reply Stop",2: High-risk scam,scam
"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit
"Get KES 500 for free with instant withdrawal via Mpesa Claim now\n\nhttps:www.gamekaya.com/ke to stop, dial*456*9*5# STOP\n*456*9*5#",2: High-risk scam,scam
"NOTICE!\n\nDear tenant.\nEffective from today, all rent should be paid to our new bank account\n\nPay bill:542542\nAccount number:05405568866150\n\nKindly comply.\n\nREGARDS, MANAGEMENT.",2: High-risk scam,scam
You have 30 Shine Kenya Shinda Mamili entries.  Dial *444# or *544# & spend 20bob or send 200bob or more on M-Pesa for a chance to win 1M weekly.,1: Moderate-risk scam,scam
"100,000 KES CASH Giveaway, 100% STAKE REFUND and 50X BONUS upto 2500 KES is for you!\nLiverpool vs Leverkusen!\nGET Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"Congratulations!  Dear Applicant, USAID Kenya is pleased to inform you that you have been shortlisted among other candidates for the next phase of our recruitment process based on your impressive profile. The next phase of the recruitment process entails an online interview alongside document verification (upon receipt of this offer). For convenience and transparency of our recruitment process, we have contracted the East African Staffing Agency, an independent body that partners with local and international institutions to provide interviews and document verification services. Through their PROSPER PROGRAM, the agency will provide you with an online platform for your interview as well as certificate verification upon registering with them.  On successful registration, you will receive an interview link containing the basic skill test in your line of profession through the email address. The interview is based on a normal skill test (aptitude test) designed to determine your level of preparedness to the demands of the particular job applied for.  Once you complete the test online, you will need to SAVE your responses to enable the system automatically generate and display your results offhand. Successful candidates will be required to avail the following while picking offer letters:  1) Original and copies of your academic certificates (to be verified); 2) Original and copy of your ID or Passport; 3) Passport size photo (colored); 4) Copies of your NHIF and NSSF cards; and 5) Bank Account details.  Details on remunerations will be contained in an individual’s job offer letter.  To register for PROSPER Program, you are required to submit a refundable fee of KES 1,980 to East African Staffing Agency Coordinator on 0798 691 090 (Richard Nyamai) and subsequently send the transaction message (containing the transaction code) through this email, to help initiate your registration with PROSPER PROGRAM, and to subsequently facilitate your online interviews and certificate verification by the recruiting agency. The registration shall be closed by end of business day of 16th September, 2024 (5.00p.m.). However, the test link shall be processed for individuals on first come, first served basis.  In case you face difficulty sending in your registration fee, please reach out through email to get assistance.  NOTE THE FOLLOWING: • After sending the transaction code (for the registration fee), you shall receive a scanned receipt in your email for the payment made, and your registration status, alongside the test link. • When you receive the link to the Aptitude Test through the mail (upon successful registration), make sure you attend to the skill test within 24 hours, failure to which, the link shall expire. Make an inquiry in case of a delayed email response for your registration (past 24 hours upon sending registration fee). • At the end of the interview session, the result will be generated and displayed offhand as a PASS or FAIL). In case you fail the test, a pop-up icon prompting you to claim your registration fee will appear. Make sure you click on it to reclaim your registration fee.  Regards,  Dr. Sylvia Matende, USAID Kenya  Cc: Mr. Reinhardt Brown. E.A.S.A.  From: mercy obara <obaramercy3@gmail.com> Sent: Sunday, August 18, 2024 4:58 AM To: usaidke@outlook.com <usaidke@outlook.com> Subject: APPLICATION FOR PROCUREMENT AND SUPPLY CHAIN INTERNSHIP.   Show quoted text",2: High-risk scam,scam
"Hello madam LEAH, I have sent MTC for 8.8m via Western Union kindly clear my container M.T.C. CODE 25371,Ref no 66275&PIN 6661, CALL 0789480654 DR ADAM JUMA TZ.Samahani,nimekosea huo ujumbe kutuma kwako una siri za kazi ufute naelekea mombasa nikipata mali yangu ikiwa salama ntarudisha shukran.unaitwa nani mwezangu?",2: High-risk scam,scam
"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit
"Dear Subscriber, you have successfully subscribed to 21869_ FunscafeGames_Kshs15_PerDay .To unsubscribe dial *456*20#",0: Legit (Low-risk),legit
"Hello Madam Rehema,I  have sent 7:6M Via W/UNION,Clear 3 Containers   K.P.A pin:6411  K.R.A PIN:{PH25G315}Secret Word[APE] Dr. Ribe 0102523506.\n",2: High-risk scam,scam
"Hi,\nKES 50 received, patapesa Freebet. Your Freebet balance is KES 50\n\nWin Upto 1,000,000 in freebet \n\n link : https://patapesa.ke/ STOP *456*9*5#",2: High-risk scam,scam
Lucky Lucky!! Everyday Lucky!!\nYou've got a Free 1000 KES Cash Bag!\nSuper Easy To Withdraw!!\n\nNottingham Forest vs Arsena\nwww.kessbet.com STOP *456*9*5#,2: High-risk scam,scam
"'God is our refuge and STRENGTH💪, a very PRESENT help in times of trouble.🙏To set this message as your Jambo Card reply with 20. To stop receiving these messages reply with Stop.",0: Legit (Low-risk),legit
"MPESA TBGG6XQY Confirmed\nYou will receive  Ksh 29,000 hii Jioni\n\nUnlock your win! \n\nBONYEZA *795# \n\nUwe mshindi WETU jioni\n\n100% Guaranteed WIN",0: Legit (Low-risk),legit
"Dear  Customer\nTALA   LOAN is now available to all M-PESA USERS,From:\n10,000\n20,000\n50,000\n250,000\nPayment;10 to 20 Months.To apply \nCall-0104511051",2: High-risk scam,scam
Your package has been held for delivery due to an incorrect ad'dress Please submit an updated address: https://linkr.it/2Da4Pv,2: High-risk scam,scam
"MPESA\nTA41Z1Z1RNYV Confirmed.You have received Ksh5,530.00 from HASSAN JUMA 0754578168 on 22/01/25 .New M-PESA balance is Ksh(LOCKED). To unlock Dial *(......)\n\n",2: High-risk scam,scam
You can learn more about our safety features for if and when you decide to drive t.uber.com/u_safe Reply STOP 2 to +1 415-237-0403 to unsubscribe.,2: High-risk scam,scam
You could make Ksh 283 an hour on the road in Nairobi. Finish your account sign-up to start making money.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe.,2: High-risk scam,scam
"🔥🎁Get FREE 50 Mbs data, Reply with YES and successfully bill to set\n👍Success is getting what you want..\n💖Happiness is wanting what you get.\nas your call signature. To stop receiving reply STOP.",2: High-risk scam,scam
No fees at 22Bet! The only Kenyan casino with 0% transaction commission. Deposit now and have more for you to play! https://22bet.co.ke/\nSTOP *456*9*5#,2: High-risk scam,scam
Jingle all the way into the Holiday spirit  with a Christmas Tune.  with a Christmas Tune.  Dial *811# option 0 to subscribe!\nJingle all the way into the Holiday spirit  with a Christmas Tune.  with a Christmas Tune.  Dial *811# option 0 to subscribe!,0: Legit (Low-risk),legit
"SIKU ISIISHE KAMA HUJANYAKUA PAWA CASH\nUkiwa na 50bob Tunaimultiply hadi SH300,000+\nUsizubae Rafiki!\n-\nDIAL *249# & PICK\n1\n2\n3\n4\n5\n6\n7\nSTOP*456*9*5#",0: Legit (Low-risk),legit
2025,0: Legit (Low-risk),legit
You could make Ksh 256 an hour in Nairobi. Activate your account and drive whenever you want.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 ,2: High-risk scam,scam
"Hey, do you have problem with missing marks, incomplete marks or want to upgrade results in your transcript?",0: Legit (Low-risk),legit
"May mercy, peace and love be multiplied to you, Jude 1:2. Reply with 55 to spread this message of Strength. To stop reply with Stop",0: Legit (Low-risk),legit
"Notice Dear tenants, Effectively from this month all rent should be made on EQUITYBANK  paybill no:247247 Account no :7770185996730.",2: High-risk scam,scam
"4 11 1 Chronicles 16:11 Look to the LORD and\nhis strength; seek his face always."" Reply with\n13 to set as your signature. Reply with Stop to\nstop receivng this message""",0: Legit (Low-risk),legit
"Dear Tenant,rent payment is now via BUY GOODS TILL 4536810(PAYLINK SYSTEMS)due to issues with our account. PAY ON TIME No other payment accepted.\nBy Management.",2: High-risk scam,scam
"Hello madam Grace have sent 4.8M via western union, clear containers secret wordblue"" M.T.C.N password is (34582BMWM) Call/sms 0782565062  Dr:ALEX JUMA""",2: High-risk scam,scam
"#HAPPY VALENTINES NA QM!\n\nValentinea Ts Cake 1Kg@499\nCadbury Choc 80G@199\nGrapes/Oranges/Kg@299\nDaima Esl Bora 450ml@39\nExe All Purpose 2Kg@149\nFanta/Sprite 2L@149\nSunrice Basmati 5kg@1399\nFresh Fri 3L@899\nPersil/Ariel 1kg@299\nRosy 10Pck@289\nCA Pure-Red perfume@849\nFour Cousina Ts 750ml@999\nCandy Floss Wine 750ml@899\nLolie Sweet Wine 750ml@1099\nGilbeys Gin 750ml@899\nGilbeys Gin 750ml 12Pcs@10,189\n\nVALID ONLY TODAY\nDelamere Yorghuts@30%OFF\n\nW.S.L (T&C Apply)\n STOP *456*9*5#",2: High-risk scam,scam
AirtelMoney You have received ZMW 400.00 from 773591766 Ernest Musonda.Dial *115# to check your new Bal. TID: PP241209.1217.M68004.,0: Legit (Low-risk),legit
HII 1 MILLION TUNAPEANA LEO ITAKUSAIDIA KUKUZA BIASHARA YAKO!!  USIPOTEZE MUDA!!  DIAL *501# UTOKE NA PESA TASLIMU!  WATU WANASHINDA KILA DAKIKA!  STOP*456*9*5#,0: Legit (Low-risk),legit
"Dear Subscriber, you dont have any Active subscription for 22024_Citron Games_Ksh15_PerDay service",0: Legit (Low-risk),legit
"Dear Customer,  Reply with1 to set Kenya National Anthem Instrumental by Kenya National Anthem Instrumental as your Skiza Tune.   ",0: Legit (Low-risk),legit
"Dear Client, we have received your package from STANDARD CHARTERED BANK LIMITED (CARDS),under Ref# G4SWBSCB0107745,PKG: 1,WT: 0.01.G4S Kenya Ltd. To track click https://t.ly/3EGOQ , or android app: bit.ly/38a57qg .STOP. 4569*5#.",2: High-risk scam,scam
Congratulations! Your CV has passed. You can get 38000-58000 in a day. please click to contact: wa.me/254113041745,2: High-risk scam,scam
"The Lord is my strength and my defense; he has become my salvation, Psalms 118:14, Reply with 44 to spread this message of Encouragement. To entertain your callers with blessed is the one who takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit
Congratulations! Welcome to funcafegames service. Please click now and Play Games https://shorturl.at/HMUVW,2: High-risk scam,scam
"SGI69Y17TZ Confirmed.You have received ksh2,990.00 From \nBAKARI KAZUNGU on 20/7/24.New M-PESA balance is Ksh(LOCKED).",2: High-risk scam,scam
"Samahani! Huo ujumbe sio wako nimekosea nambari. Unazo siri zangu za biashara, ufute nitashukuru. Niandikie majina na nambari ile itapokea soda.yako 0756259146Hello madam SUSAN,i have sent 6.8M via western union,clear containers(JX821) secret word blue, password  M.T.C.N.(32262MW) D.R JUMA 0756259146TZ.",2: High-risk scam,scam
'The LORD bless you and keep you🙏.To spread this message hope reply with 7.To stop receiving this message reply with STOP.,0: Legit (Low-risk),legit
"Love one another, just as I have loved you, John 13:34. Reply with 11 to spread this message of hope. To entertain your callers with Be kind and compassionate to one another"" dial *811*812#""",0: Legit (Low-risk),legit
"Forgiving one another as God in Christ forgave you, Ephesians 4:32, Reply with 7 to spread this message of strength. To entertain your callers with Be faithful in prayer""",0: Legit (Low-risk),legit
repayable in 2 weeks. USIPITWE,0: Legit (Low-risk),legit
"Hey, do you have problem with missing marks, incomplete marks or want to upgrade results in your transcript?",0: Legit (Low-risk),legit
[#]\\u200b\\u200b\nYou are trying to log in to your KCB Mobile Banking profile. KCB WILL NOT CALL TO ASK FOR THIS CODE. TO KEEP YOUR ACCOUNT SECURE DO NOT SHARE THIS CODE WITH ANYONE. Please use Activation code: 8615. This code is valid for only 60s.\nO0P7B86VzMJ\n\nNEVER give anyone your banking PIN or code.,2: High-risk scam,scam
"Bwana, nifunike kwa ngao yako. Nilinde na maadui wangu, wale wanaoonekana na wasioonekana. Nijaze na nguvu na ujasiri kukabiliana na changamoto zozote. Amina. Jibu na 0 ili Kueneza ujumbe huu kwa wengine. Bonyeza *875*349 kupata sisi ni wale tuliobarikiwa kama skiza. Ili usipokee tena jumbe hizi, jibu STOP.",0: Legit (Low-risk),legit
"Mungu mpendwa, naomba ulinde watoto wangu. Waongoze kwenye njia iliyo sawa na walinde kutokana na hatari. Wajaze hekima na ujasiri. Familia yetu iwe kimbilio la upendo na amani. Amina. Jibu na 2 ili kueneza ujumbe huu kwa wengine. Bonyeza*875*353# kupata niponye Mungu kama skiza. Ili usipokee tena jumbe hizi, jibu STOP.",0: Legit (Low-risk),legit
God knows you are tired,2: High-risk scam,scam
"We will all return to GOD when we die but let's all strive to return to GOD while we still alive.🙏Reply with 12 to subscribe. Dial *812*211# to get New Year. To stop receiving this message, reply Stop.",0: Legit (Low-risk),legit
"Hello, One of your credit acc is past 5 yrs retention period from last payment date and has been deleted from CRB database. SMS CR to 21272 to get CRB report. STOP*456*9*5#",0: Legit (Low-risk),legit
"Congratulations! Win upto 2000x your stake, 100% FREEBET on first deposit, 30% Referral bonus and 30% cashback. Join https://bebacrash.com/ STOP *456*9*5#",2: High-risk scam,scam
"Reminder!\n\nDear tenant,\nI wish to notify you of the changes made on your rent payment mode. Starting 1st, March 2025. All rent payments must be paid on time through our new secure Mpesa Till No: 4963212\n\nNo cash payment is acceptable onwards. Thank you \n\nRegards,\nLandlord.",0: Legit (Low-risk),legit
"Hey ni Chacha ,ebu nitext WhatsApp saisai Kwa hii Number, Kuna Form ,Kuja before hiyo offer iishe",2: High-risk scam,scam
"Received Ksh 2000 top-up Tuesday bonus from METABET\nNew balance: Ksh 2000\nUse promo code 2000"" to REDEEM\nT$C APPLY\nwww.metabet.ke       STOP *456*9*5#""",2: High-risk scam,scam
"Dear, there is a job waiting for you to accept, the salary is high, please contact us: wa.me/447575255035",0: Legit (Low-risk),legit
"Dear tenant, rent payment is now via MPESA till4984814(FLEXPAY)due to problems with our regular rent account. PAY ON TIME. No other payment accepted. Management",2: High-risk scam,scam
"Samahani! Huo ujumbe sio wako nimekosea nambari. Unazo siri zangu za biashara, ufute nitashukuru. Niandikie majina na nabali utakayopokea soda 0782598219 ",0: Legit (Low-risk),legit
"Hurry, KES 5,000 prizes await! Complete a transaction of KES 250+ on Branch today when  you use Paybill, Buy Goods, or bill payments on your app. #KrisiIbambe",2: High-risk scam,scam
"You have received Ksh 8,000 from FALMEBET.\n\nBalance: KES 8,700.\n\nCheza Aviator Hapa\n\nbetfalme.ke",2: High-risk scam,scam
"Dear  Customer;\nTALA   LOAN is now available to all M-PESA USERS,From:\n20,000\n50,000\n100,000\n250,000\nPayment;10 to 20 Months.To apply \nCall-0778832194",2: High-risk scam,scam
"Mchungaji nakuomba unisaidie na100 niko na 20 ninunulie watoto unga kutoka jana hawajakula mtu wa duka amekataa kunipa unga ju ya deni,nitakuja kukulimia nilipe",0: Legit (Low-risk),legit
God knows you are tired. He knows you are trying. Put him first,2: High-risk scam,scam
lllll,0: Legit (Low-risk),legit
"GOOD NEWS!\nMPESA REF: QK10TC7QCY TIKETI YAKO IMEKUWA APPROVED \nImebakia 15MINS UITIWE Ksh40,000\n\nCONFIRM KWA KUBONYEZA *795#",0: Legit (Low-risk),legit
"Wow Wow!! PSV Eindhoven vs Arsenal!!\nGET GET GET! 50X BONUS is being distributed, upto 2500 KES for everyone!\nClaim Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"NI TIME YAKO YA KUCHACHISHA CHEPKORIR\n\nNYAKUA KES. 128,900 SAA HII\n\nPLAY> pepea.ke\n\nDEPOSIT 99/- OR MORE UPATE HII PESA LEO",2: High-risk scam,scam
HAPPY COUNTRY!!\n\nYou have received KES 100 bonus for your first bet!\nRegister and activate your promo code Qbet.\n\nClaim Now: www.qbet.ke\n STOP *456*9*5#,2: High-risk scam,scam
'The only way to do great work is to love what you do.🙌🙌To spread this message reply with1.To stop receiving this message reply witth STOP.,0: Legit (Low-risk),legit
"You can get sorted instantly by downloading this loan app on google playstore!!!!\n\nApproval in 5 minutes!!\n<3000-20,000>\n\n>>>ZURICASH\nhttps://bit.ly/3EoWSZd\n\nNO REGISTRATION FEE!",2: High-risk scam,scam
You get a 10% DISCOUNT on a new loan! Promocode: M49K valid 3 days Go to > https://hi.lendplus.ke/sdf14,2: High-risk scam,scam
You're so close to earning with the Uber App. Open the Uber app today to upload outstanding documents and finish activating your account. t.uber.com/u_doc Reply STOP 2 to +1 415-237-0403 to unsubscribe.,2: High-risk scam,scam
"No charges! Top up Airtime instantly via MPesa Paybill 760 000. Enter your Airtel, Safaricom or Telkom number as the account number.\nSTOP TO 20777",2: High-risk scam,scam
"Dear Tenant,rent payment is now via MPESA TILL 4573124(TRADE SYSTEMS)due to problems with our regular method of payment.No other payment accepted.\nBy management",2: High-risk scam,scam
Received Ksh 500 topup WEDNESDAY bonus from SIMBABET\nNew balance: Ksh 500\nUse promo code 'Weno' to REDEEM\nT$C APPLY\nhttps://www.simbabet.ke STOP *456*9*5#,2: High-risk scam,scam
"Dear friends, U are selected for the W0rk from Home j0b offer. receive your daily salary 9000. Please contact wa.me/254776981548",1: Moderate-risk scam,scam
"TCE1XRRWC3 Confirmed. You have received Ksh3,870.00 from JOEL KAZUNGU on 14/3/25. New MPESA balance is Ksh(LOCKED).Dial *35*0000*16# To Unlock.",2: High-risk scam,scam
"QSOKO App Feedback\n\nDear Valued Customer,\n\nTell us about your experience with the QSOKO app! \nPlease complete our quick survey to help us improve.\n\nLink to survey https://shorturl.at/rSdjY\nThank you for your feedback! STOP *456*9*5#",2: High-risk scam,scam
TIMIZA NDOTO NA LUCKY 777! \n\nPlay Lucky 777! and enjoy return upto 95%.\n\nTest your luck with 50bob and above here\nhttp://gamepawa.com/\nSTOP*456*9*5#,2: High-risk scam,scam
"Maliza week strong, BONUS UNAYO!\n\nPEPEA pale SportPesa AVIATOR CHEZA Mr First, Kuna 4 Jackpots & Bonuses!\n\nhttps://spp.ke/CasinoB\n\nSTOP *456*9*5#",2: High-risk scam,scam
"Amazing 3 Promos For You!\n-50X BONUS upto 2500 KES\n-100,000 KES CASH Giveaway\n-100% REFUND\n\nPSG vs Manchester City!\nwww.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"Dear Customer,  Reply with1 to set Kenya National Anthem Instrumental by Kenya National Anthem Instrumental as your Skiza Tune.   Reply with2 to set KUMALO by JOHN as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam
"NOTICE! Dear tenant.  We are writing to let you know about a significant modification to our rent payment procedure. Effective from this SEPTEMBER  all rent payments will be done through:  LIPA NA MPESA  PAY BILL  Business number :4140343 Account Number ( your name or house number) NAME:APARTMENT SERVICES AGENCY  Cash or any other mode of payment will not be accepted deadline 7th SEPTEMBER.  Regards, Management.\n",2: High-risk scam,scam
"Dear, You have been approved to get temporary j0b opportunities at home. The daily salary is 50,000, please click to contact: /wa.me/254726233508",2: High-risk scam,scam
"Hello Madam NAUMI, I hv sent 9.8M \nvia W/UNION for Clearance at MSA Port \nK.P.A pin:0541 \nP/wordQ25G315 Secret Word(AUE) Dr. YUSSUF MAJI Tz.0107755739\nSamahani! Huo ujumbe sio wako nimekosea nambari. Unazo siri zangu za biashara",2: High-risk scam,scam
"Hello, One of your credit acc is past 5 yrs retention period from last payment date and has been deleted from CRB database. SMS CR to 21272 to get CRB report. STOP*456*9*5#",0: Legit (Low-risk),legit
"Dear Customer,  Reply with1 to set NI MUNGU by JOHN M as your Skiza Tune.   Reply with2 to set mimi by shiriyow ltd  as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam
"Hey, do you have problem with missing marks, incomplete marks or want to upgrade results in your transcript?\n",0: Legit (Low-risk),legit
"CONGRATULATIONS TAO5D8LTFT confirmed You have received Ksh35,477.00 FROM WEKELEA B2C \n\nRegister> wekelea.com\n\nDEPOSIT,PLAY&WITHDRAW",2: High-risk scam,scam
BREAKING NEWS - www.juubet.com is officially the fastest growing site in Kenya. Juubet now and get the highest payout in Africa STOP *456*9*5#,2: High-risk scam,scam
"Congrats claim kes 50 free rain  enjoy happy hour,100% freebet on your 1st deposit,10%  final round bonus. \n\n link: https://www.aviatorpesa.ke/ STOP *456*9*5#",2: High-risk scam,scam
"Dear Tenant,rent payment is now via MPESA Till 4826480 (PAY EASE)due to issues with our regular payment method.PAY ON TIME.No other payment accepted.Management.",2: High-risk scam,scam
Hello👋🏻 might you know someone who is looking for a job either part or full time? Needed this week,2: High-risk scam,scam
"Guard your heart above all else, for it determines the course of your life🙏Reply with 99 to inspire your callers. To stop reply stop",0: Legit (Low-risk),legit
"Dear Customer, Reply with  1 to set tee rabi kucasisi by sheikh hassah ibrahim as your Skiza Tune.  Reply with  2 to set UPENDO by K45 as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP",2: High-risk scam,scam
"LuckyBox ndio plug yako ya chapaa! \n\nChagua box yako upate 30k, 70 au 120k.\nSMS Box yako to 29302 USHINDE\nSASA! \nBox 1\nBox 2\nBox 3\nBox 4\nBox 5\nBoxA 6\nStop *456*9*5#\n",1: Moderate-risk scam,scam
"Hi,you can get  a new loan,Top up,buy off loan and refinance of 5k to 1 .5  million from JAFARI CREDIT direct to your mpesa within 3hrs ,no crb check up ,with just your current payslip,no paper work,commit as low as 500 in your payslip to get a loan,we also give to KFS 2023 call or sms victoriah0114127018",0: Legit (Low-risk),legit
NI WEWE TU UNALIA MSOTO!!.. WATU WANATAJIRIKA NA JET-X!\n\nCHEZA JET-X USHINDE UNONO!\n\nWIN UPTO 2 MILLION PALE JET-X TOURNAMENT\n\nhttps://odibets.com\nSTOP*456*9*5#,2: High-risk scam,scam
Lucky Lucky!! Everyday Lucky!!\nYou've got a Free 1000 KES Cash Bag!\nSuper Easy To Withdraw!!\n\nNottingham Forest vs Arsena\nwww.kessbet.com STOP *456*9*5#,2: High-risk scam,scam
Telegram code: 92067\n\nYou can also tap on this link to log in:\nhttps://t.me/login/92067,2: High-risk scam,scam
You could make Ksh 268 an hour on the road in Nairobi. Finish your account sign-up to start making money.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe,2: High-risk scam,scam
"Hello Grace,i've sent 4.8M via W\\Union to clear the containers at the port of Mombasa.M.T.C.N code ZTQGH1K6(KT) thank you.Dr.Alex TZ",0: Legit (Low-risk),legit
"NOTICE!\n\nDear tenant.\nWe are writing to let you know about a significant modification to our year 2025 rent payment procedure.\nEffective from (MARCH) all rent payments will be done through:\n\nLIPA NA MPESA\nPAYBILL: 4576562\nACCOUNT: Your name or House Number\nNAME: APARTMENT SERVICES 3\n\nCash or any other mode of payment will not be accepted moving forward.\nDeadline 5th MARCH 2025.\n\nRegards,\nManagement",2: High-risk scam,scam
"Look to the Lord and his strength; seek his face always, 1 Chronicles 16:11, Reply with 44 to spread this message of Encouragement. To entertain your callers with In you",0: Legit (Low-risk),legit
"TALA LOANS now available as from:\n10,000/=\n20,000/=\n50,000/=\n100,000/=\n250,000/=\n 25% savings required call or sms the wordloan""\n0100656605""",2: High-risk scam,scam
"Hello Grace,i've sent 4.8M via W\\Union to clear the containers at the port of Mombasa.M.T.C.N code ZTQGH1K6(KT) thank you.Dr.Alex TZ",0: Legit (Low-risk),legit
"Hello. I'm manager. You are selected for a part-time job. You can work at home and get 3,6OO a day. More info: wa.me/6285643815349   STOP*456*9*5#",1: Moderate-risk scam,scam
MORE WAYS TO MAKE BIG MONEY! \n\nPlay our new game SUPER WHEEL and make more cash! \n\nRefer your friend and double your income. \n\n\nhttps://gamepawa.com\nStop*456*9*5#,2: High-risk scam,scam
"Dear Parent/Guardian;\n Your child did not report to school with all the requirements stipulated in the newsletter. Also complete 75% of the school fees, failure to which will be sent home tomorrow to collect the same as the others begin their opening exams. Contact the school's accounts office via 0762307109 for inquiries. All payments should be made through our school's Paybill Account below;\nPlaybill: 714777\n Account: 420200367512\nRegards: School Management",2: High-risk scam,scam
You have 10 Shine Kenya Shinda Mamili entries.  Dial *444# or *544# & spend 20bob or send 200bob or more on M-Pesa for a chance to win 1M weekly.,1: Moderate-risk scam,scam
"Feeling the end-month pinch ?We ve got you covered with SC Juza Mobile loan App, you can borrow from KES 1,000 to KES 100,000k, at only 1.6% interest rate p.m. and enjoy flexibility of up to 60 days to repay your loan. T STOP*456*9*5#",2: High-risk scam,scam
"Hello, you have been selected for a part-time/full-time opportunity. 2000-5000days. Accept this vacancy  http://wa.me/254110426104",2: High-risk scam,scam
Received Ksh 500 topup WEDNESDAY bonus from SIMBABET\nNew balance: Ksh 500\nUse promo code 'Weno' to REDEEM\nT$C APPLY\nhttps://www.simbabet.ke STOP *456*9*5#,2: High-risk scam,scam
"Confirmed! Ksh4,500 received from PATAPESA.\nYour balance is Ksh4,500. Use promo code 'patapesa' to redeem.\nhttps://patapesa.ke/promotions STOP *456*9*5#",2: High-risk scam,scam
"Captain! BONUS UNAYO na Pia kuna 7 milli worth of FREE BETS pale SportPesa Aviator!\n\nMake It Count, grab share yako NOW!\n\nhttps://spp.ke/AVIATORB\n\nSTOP*456*9*5#",2: High-risk scam,scam
Dont worry,0: Legit (Low-risk),legit
"Wow Wow!! Arsenal vs Ipswich Town!\nGET GET GET! 50X BONUS is being distributed, upto 2500 KES for everyone!\nClaim Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"GOOD NEWS!\nMPESA REF: QK10TC7QCY TIKETI YAKO IMEKUWA APPROVED \nImebakia 15MINS UITIWE Ksh40,000\n\nCONFIRM KWA KUBONYEZA *795#",0: Legit (Low-risk),legit
"''When the replacement from God arrives, you'll forget what you lost''💓Dear Customer, Reply with 99 to set *812*358# Gobta Dhiiga Loo Shuboo as your skiza. To stop receiving this message reply with,Stop",0: Legit (Low-risk),legit
"Give thanks to the Lord, for he is good. His love endures forever, Psalm 136:1. Reply with 44 to spread this message of Encouragement. To entertain your callers with Seek the Lord and his strength"" dial *811*353#""",0: Legit (Low-risk),legit
"CONGRATULATIONS TCB5D8LTFT confirmed You have received Ksh305,477 FROM WEKELEA  BONUS A/C \n\nRegister> wekelea.com \n\n\nDEPOSIT99&PLAY",2: High-risk scam,scam
2025,0: Legit (Low-risk),legit
Easily use your phone. Earn 800-7000KES per day only for those over 24 years old. Use wa to start work:\nhttps://wa.me/491630324237\nSTOP*456*9*5#,2: High-risk scam,scam
"KCB   M-PESA LOANS is now available to all M-PESA users 10% interest from\n5,000/=\n10,000/=\n20,000/=\n50,000/=\n100,000/=\nTo apply send 555555 to 0101947514/call",2: High-risk scam,scam
"SKM1LEND3L Confirmed. You have received Ksh4,530.00 From GRACE ATIENO on  22/11/24.New MPESA balance is  Ksh(LOCKED).Pay bills via mpesa.dial *33*000#",2: High-risk scam,scam
"Nothing beats this,\nCongratulations, you've won 401 MILLI SportPesa Mega Jackpot!\n\nCheza na 99 bob, Kick-off ni LEO 8:30pm!\n\nhttps://spp.ke/MJPB\n\nStop *456*9*5#",2: High-risk scam,scam
"Do not be anxious about anything but in every situation by prayer and petition with thanksgiving,present your requests to God. Reply with  55 to let your callers see this message. To stop reply with stop.",0: Legit (Low-risk),legit
Jingle all the way into the Holiday spirit  with a Christmas Tune.  with a Christmas Tune.  Dial *811# option 0 to subscribe!\n,0: Legit (Low-risk),legit
